50000000	1,01486e+08
60000000	1,21073e+08
70000000	1,41561e+08
80000000	1,61782e+08
90000000	1,81065e+08
100000000	2,07553e+08
110000000	2,28298e+08
120000000	2,42637e+08
130000000	2,6249e+08
140000000	2,83267e+08
